2010/12/24 16:14:30 -0800 743 | 1293236070 | 45342 | GenApps | FATAL |  | File: /home/y/share/pear/Yahoo/si30d/framework/connector/fileConnector.class.inc Function: () line: 696 fileConnector::validateResource@97 - Failed stat path /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/668f17591789b2a10990ff00eb3e0c55.balilearning.com.45342 for resource cacheResource: fileConnector
2011/01/11 17:52:54 -0800 176 | 1294797174 | 92994 | GenApps | FATAL |  | File: /home/y/share/pear/Yahoo/si30d/framework/connector/fileConnector.class.inc Function: () line: 696 fileConnector::writeRecordData@536 - Failed to write file /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/132315d6986a11c553e3c3ae6fa5bf4a.www.balilearning.com.92994 for resource cacheResource: fileConnector
2011/01/11 17:52:54 -0800 192 | 1294797174 | 92994 | GenApps | ERROR |  | File: /home/y/share/pear/Yahoo/si30d/framework/cache/connectorCacheMgr.class.inc Function: () line: 441 connectorCacheMgrwrite: Failed to rename temp cache file /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/132315d6986a11c553e3c3ae6fa5bf4a.www.balilearning.com.92994
2011/01/12 14:52:56 -0800 488 | 1294872776 | 60100 | GenApps | FATAL |  | File: /home/y/share/pear/Yahoo/si30d/framework/connector/fileConnector.class.inc Function: () line: 696 fileConnector::validateResource@97 - Failed stat path /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/165ed8e4565f2578bb6141f81d82febd.balilearning.com.60100 for resource cacheResource: fileConnector
2011/01/12 14:52:56 -0800 511 | 1294872776 | 60100 | GenApps | FATAL |  | File: /home/y/share/pear/Yahoo/si30d/framework/connector/fileConnector.class.inc Function: () line: 696 fileConnector::writeRecordData@536 - Failed to write file /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/165ed8e4565f2578bb6141f81d82febd.balilearning.com.60100 for resource cacheResource: fileConnector
2011/01/12 14:52:56 -0800 528 | 1294872776 | 60100 | GenApps | ERROR |  | File: /home/y/share/pear/Yahoo/si30d/framework/cache/connectorCacheMgr.class.inc Function: () line: 441 connectorCacheMgrwrite: Failed to rename temp cache file /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/165ed8e4565f2578bb6141f81d82febd.balilearning.com.60100
2011/01/13 12:49:14 -0800 935 | 1294951754 | 21681 | GenApps | FATAL |  | File: /home/y/share/pear/Yahoo/si30d/framework/connector/fileConnector.class.inc Function: () line: 696 fileConnector::validateResource@97 - Failed stat path /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/132315d6986a11c553e3c3ae6fa5bf4a.www.balilearning.com.21681 for resource cacheResource: fileConnector
2011/01/13 12:49:14 -0800 965 | 1294951754 | 21681 | GenApps | FATAL |  | File: /home/y/share/pear/Yahoo/si30d/framework/connector/fileConnector.class.inc Function: () line: 696 fileConnector::writeRecordData@536 - Failed to write file /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/132315d6986a11c553e3c3ae6fa5bf4a.www.balilearning.com.21681 for resource cacheResource: fileConnector
2011/01/13 12:49:14 -0800 978 | 1294951754 | 21681 | GenApps | ERROR |  | File: /home/y/share/pear/Yahoo/si30d/framework/cache/connectorCacheMgr.class.inc Function: () line: 441 connectorCacheMgrwrite: Failed to rename temp cache file /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/132315d6986a11c553e3c3ae6fa5bf4a.www.balilearning.com.21681
2011/01/13 12:51:51 -0800 472 | 1294951911 | 35249 | GenApps | FATAL |  | File: /home/y/share/pear/Yahoo/si30d/framework/connector/fileConnector.class.inc Function: () line: 696 fileConnector::validateResource@97 - Failed stat path /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/a2fe8a87540f4a3034e7c8b734d03c15.www.balilearning.com.35249 for resource cacheResource: fileConnector
2011/01/13 12:51:51 -0800 487 | 1294951911 | 35249 | GenApps | FATAL |  | File: /home/y/share/pear/Yahoo/si30d/framework/connector/fileConnector.class.inc Function: () line: 696 fileConnector::writeRecordData@536 - Failed to write file /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/a2fe8a87540f4a3034e7c8b734d03c15.www.balilearning.com.35249 for resource cacheResource: fileConnector
2011/01/13 12:51:51 -0800 505 | 1294951911 | 35249 | GenApps | ERROR |  | File: /home/y/share/pear/Yahoo/si30d/framework/cache/connectorCacheMgr.class.inc Function: () line: 441 connectorCacheMgrwrite: Failed to rename temp cache file /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/a2fe8a87540f4a3034e7c8b734d03c15.www.balilearning.com.35249
2011/01/13 12:51:51 -0800 869 | 1294951911 | 35249 | GenApps | FATAL |  | File: /home/y/share/pear/Yahoo/si30d/framework/connector/fileConnector.class.inc Function: () line: 696 fileConnector::validateResource@97 - Failed stat path /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/f77b1b826edc2792383d10090e2197cf.www.balilearning.com.35249 for resource cacheResource: fileConnector
2011/01/13 12:51:51 -0800 878 | 1294951911 | 35249 | GenApps | FATAL |  | File: /home/y/share/pear/Yahoo/si30d/framework/connector/fileConnector.class.inc Function: () line: 696 fileConnector::writeRecordData@536 - Failed to write file /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/f77b1b826edc2792383d10090e2197cf.www.balilearning.com.35249 for resource cacheResource: fileConnector
2011/01/13 12:51:51 -0800 891 | 1294951911 | 35249 | GenApps | ERROR |  | File: /home/y/share/pear/Yahoo/si30d/framework/cache/connectorCacheMgr.class.inc Function: () line: 441 connectorCacheMgrwrite: Failed to rename temp cache file /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/f77b1b826edc2792383d10090e2197cf.www.balilearning.com.35249
2011/01/14 00:09:20 -0800 403 | 1294992560 | 68339 | GenApps | FATAL |  | File: /home/y/share/pear/Yahoo/si30d/framework/connector/fileConnector.class.inc Function: () line: 696 fileConnector::validateResource@97 - Failed stat path /z/dr/bali_udaydeep/us1/yahoo_site_admin/cache/collection/668f17591789b2a10990ff00eb3e0c55.balilearning.com.68339 for resource cacheResource: fileConnector
